,Départements,Candidats,Votes
476,Drôme,Jean LASSALLE,4.180773109243697
477,Essonne,Jean LASSALLE,1.9778539325842697
478,Eure,Jean LASSALLE,2.579304347826087
479,Eure-et-Loir,Jean LASSALLE,2.8164440433212996
480,Finistère,Jean LASSALLE,3.446394230769231
481,Français établis hors de France,Jean LASSALLE,1.4235096153846152
482,Gard,Jean LASSALLE,4.120893854748603
483,Gers,Jean LASSALLE,11.640098231827112
484,Gironde,Jean LASSALLE,4.745167259786477
485,Guadeloupe,Jean LASSALLE,0.7495
486,Guyane,Jean LASSALLE,1.365488721804511
487,Haut-Rhin,Jean LASSALLE,2.9661280931586607
488,Haute-Corse,Jean LASSALLE,13.974676923076924
489,Haute-Loire,Jean LASSALLE,7.068796296296296
490,Haute-Marne,Jean LASSALLE,4.353896797153024
491,Haute-Savoie,Jean LASSALLE,3.261863354037267
492,Haute-Saône,Jean LASSALLE,4.05342019543974
493,Haute-Vienne,Jean LASSALLE,5.486269841269841
494,Hautes-Alpes,Jean LASSALLE,5.321553398058253
495,Hautes-Pyrénées,Jean LASSALLE,14.076118067978534
496,Hauts-de-Seine,Jean LASSALLE,1.459240506329114
497,Hérault,Jean LASSALLE,3.922863202545069
498,Ille-et-Vilaine,Jean LASSALLE,2.4713105726872246
499,Indre,Jean LASSALLE,4.691257668711656
500,Indre-et-Loire,Jean LASSALLE,2.7910873440285204
501,Jura,Jean LASSALLE,5.205846702317291
502,La Réunion,Jean LASSALLE,1.3639354838709679
503,Landes,Jean LASSALLE,10.476796116504854
504,Loir-et-Cher,Jean LASSALLE,3.1546291560102304
505,Loiret,Jean LASSALLE,2.6822138554216868
506,Lot,Jean LASSALLE,8.22766404199475
507,Lot-et-Garonne,Jean LASSALLE,8.30456570155902
508,Lozère,Jean LASSALLE,11.758457446808512
509,Maine-et-Loire,Jean LASSALLE,2.6221613832853023
510,Manche,Jean LASSALLE,3.7272954230235786
511,Marne,Jean LASSALLE,3.2615017878426698
512,Martinique,Jean LASSALLE,0.9258734939759036
513,Mayenne,Jean LASSALLE,3.085955056179775
514,Mayotte,Jean LASSALLE,1.0173076923076922
515,Meurthe-et-Moselle,Jean LASSALLE,3.0719465240641712
516,Meuse,Jean LASSALLE,4.453576388888889
517,Morbihan,Jean LASSALLE,3.1661671469740638
518,Moselle,Jean LASSALLE,3.114390625
519,Nièvre,Jean LASSALLE,4.332074468085106
520,Nord,Jean LASSALLE,1.8523326673326672
521,Nouvelle-Calédonie,Jean LASSALLE,1.2006101694915254
522,Orne,Jean LASSALLE,3.7748301886792452
523,Puy-de-Dôme,Jean LASSALLE,5.644048582995951
524,Pyrénées-Atlantiques,Jean LASSALLE,15.225227272727274
525,Pyrénées-Orientales,Jean LASSALLE,5.207
526,Rhône,Jean LASSALLE,2.024844343204252
527,Saint-Martin/Saint-Barthélemy,Jean LASSALLE,2.3333333333333335
528,Saint-Pierre-et-Miquelon,Jean LASSALLE,4.02
529,Sarthe,Jean LASSALLE,2.7822772277227723
530,Savoie,Jean LASSALLE,3.6539748953974893
531,Saône-et-Loire,Jean LASSALLE,3.921664447403462
532,Seine-Maritime,Jean LASSALLE,2.2839049740163326
533,Seine-Saint-Denis,Jean LASSALLE,1.2602192448233862
534,Tarn,Jean LASSALLE,8.50470468431772
535,Tarn-et-Garonne,Jean LASSALLE,7.66342372881356
536,Territoire de Belfort,Jean LASSALLE,3.1427152317880798
537,Val-d'Oise,Jean LASSALLE,1.742395061728395
538,Val-de-Marne,Jean LASSALLE,1.5068198757763975
539,Var,Jean LASSALLE,3.0704324324324324
540,Vaucluse,Jean LASSALLE,3.348895463510848
541,Vendée,Jean LASSALLE,3.2437337662337664
542,Vienne,Jean LASSALLE,3.748483516483516
543,Wallis et Futuna,Jean LASSALLE,1.46
544,Yonne,Jean LASSALLE,3.339045138888889
545,Yvelines,Jean LASSALLE,1.9082803180914514
546,Ain,Marine LE PEN,26.778236301369862
547,Allier,Marine LE PEN,27.679778761061947
548,Alpes-de-Haute-Provence,Marine LE PEN,25.7230534351145
549,Ardennes,Marine LE PEN,36.943774597495526
550,Ardèche,Marine LE PEN,23.7874200913242
551,Ariège,Marine LE PEN,22.26415343915344
552,Aube,Marine LE PEN,36.05926966292135
553,Aude,Marine LE PEN,26.655972696245733
554,Aveyron,Marine LE PEN,20.176506849315068
555,Bas-Rhin,Marine LE PEN,26.832073778664007
556,Bouches-du-Rhône,Marine LE PEN,26.255801581595975
557,Calvados,Marine LE PEN,26.17198481561822
558,Cantal,Marine LE PEN,24.810887372013653
559,Charente,Marine LE PEN,27.361117647058823
560,Charente-Maritime,Marine LE PEN,27.075448717948717
561,Cher,Marine LE PEN,28.847940503432493
562,Corrèze,Marine LE PEN,21.508307291666668
563,Creuse,Marine LE PEN,25.04025179856115
564,Côte-d'Or,Marine LE PEN,27.247279735682817
565,Côtes-d'Armor,Marine LE PEN,22.382580152671757
566,Doubs,Marine LE PEN,26.246961690885072
567,Drôme,Marine LE PEN,22.49695798319328
568,Essonne,Marine LE PEN,18.200134831460677
569,Eure,Marine LE PEN,33.57850931677019
570,Eure-et-Loir,Marine LE PEN,30.03628158844765
571,Finistère,Marine LE PEN,18.66408653846154
572,Français établis hors de France,Marine LE PEN,5.943557692307692
573,Gard,Marine LE PEN,28.493379888268155
574,Gers,Marine LE PEN,22.330903732809432
575,Gironde,Marine LE PEN,22.967921708185052
576,Guadeloupe,Marine LE PEN,18.266714285714286
577,Guyane,Marine LE PEN,17.382556390977445
578,Haut-Rhin,Marine LE PEN,27.90324599708879
579,Haute-Corse,Marine LE PEN,23.238492307692308
580,Haute-Loire,Marine LE PEN,26.939660493827162
581,Haute-Marne,Marine LE PEN,37.13494661921708
582,Haute-Savoie,Marine LE PEN,20.866661490683228
583,Haute-Saône,Marine LE PEN,35.527263843648214
584,Haute-Vienne,Marine LE PEN,23.16375661375661
585,Hautes-Alpes,Marine LE PEN,22.204611650485436
586,Hautes-Pyrénées,Marine LE PEN,21.17257602862254
587,Hauts-de-Seine,Marine LE PEN,8.551781888997079
588,Hérault,Marine LE PEN,25.815227995758217
589,Ille-et-Vilaine,Marine LE PEN,18.112797356828192
590,Indre,Marine LE PEN,29.183036809815952
591,Indre-et-Loire,Marine LE PEN,22.948502673796792
592,Jura,Marine LE PEN,26.76139037433155
593,La Réunion,Marine LE PEN,24.985870967741935
594,Landes,Marine LE PEN,23.20176699029126
595,Loir-et-Cher,Marine LE PEN,28.875166240409207
596,Loiret,Marine LE PEN,27.61649096385542
597,Lot,Marine LE PEN,19.082020997375327
598,Lot-et-Garonne,Marine LE PEN,27.680668151447662
599,Lozère,Marine LE PEN,22.562074468085108
600,Maine-et-Loire,Marine LE PEN,21.578948126801155
601,Manche,Marine LE PEN,26.509472954230237
602,Marne,Marine LE PEN,33.105458879618595
603,Martinique,Marine LE PEN,13.943102409638554
604,Mayenne,Marine LE PEN,24.341404494382026
605,Mayotte,Marine LE PEN,43.82236263736264
606,Meurthe-et-Moselle,Marine LE PEN,30.53470588235294
607,Meuse,Marine LE PEN,35.97100694444444
608,Morbihan,Marine LE PEN,22.469250720461094
609,Moselle,Marine LE PEN,32.0720234375
610,Nièvre,Marine LE PEN,29.441755319148935
611,Nord,Marine LE PEN,30.404485514485515
612,Nouvelle-Calédonie,Marine LE PEN,13.194983050847458
613,Orne,Marine LE PEN,28.323
614,Puy-de-Dôme,Marine LE PEN,22.974345479082324
615,Pyrénées-Atlantiques,Marine LE PEN,17.815988636363635
616,Pyrénées-Orientales,Marine LE PEN,30.378520833333333
617,Rhône,Marine LE PEN,17.331351556567956
618,Saint-Martin/Saint-Barthélemy,Marine LE PEN,16.3625
619,Saint-Pierre-et-Miquelon,Marine LE PEN,18.725
620,Sarthe,Marine LE PEN,29.236353135313532
621,Savoie,Marine LE PEN,23.713933054393305
622,Saône-et-Loire,Marine LE PEN,27.38659121171771
623,Seine-Maritime,Marine LE PEN,30.07181143281366
624,Seine-Saint-Denis,Marine LE PEN,12.154531059683315
625,Tarn,Marine LE PEN,24.278696537678208
626,Tarn-et-Garonne,Marine LE PEN,28.507288135593218
627,Territoire de Belfort,Marine LE PEN,29.019999999999996
628,Val-d'Oise,Marine LE PEN,17.68461728395062
629,Val-de-Marne,Marine LE PEN,12.008136645962733
630,Var,Marine LE PEN,30.365924324324325
631,Vaucluse,Marine LE PEN,28.73
632,Vendée,Marine LE PEN,23.721477272727274
633,Vienne,Marine LE PEN,25.50446153846154
634,Wallis et Futuna,Marine LE PEN,10.8
635,Yonne,Marine LE PEN,31.58800347222222
636,Yvelines,Marine LE PEN,14.749065606361828
637,Ain,Éric ZEMMOUR,8.231301369863013
638,Allier,Éric ZEMMOUR,6.7527433628318585
639,Alpes-de-Haute-Provence,Éric ZEMMOUR,8.093244274809159
640,Ardennes,Éric ZEMMOUR,6.882987477638641
641,Ardèche,Éric ZEMMOUR,7.020091324200914
642,Ariège,Éric ZEMMOUR,5.921164021164021
643,Aube,Éric ZEMMOUR,7.836760299625468
644,Aude,Éric ZEMMOUR,7.93457337883959
645,Aveyron,Éric ZEMMOUR,5.964063926940638
646,Bas-Rhin,Éric ZEMMOUR,7.069920239282154
647,Bouches-du-Rhône,Éric ZEMMOUR,10.623321351545652
648,Calvados,Éric ZEMMOUR,6.116008676789588
649,Cantal,Éric ZEMMOUR,5.595733788395904
650,Charente,Éric ZEMMOUR,5.5614509803921575
651,Charente-Maritime,Éric ZEMMOUR,6.025410256410256
652,Cher,Éric ZEMMOUR,6.958169336384439
653,Corrèze,Éric ZEMMOUR,5.650104166666666
654,Creuse,Éric ZEMMOUR,5.334280575539569
655,Côte-d'Or,Éric ZEMMOUR,7.978876651982379
656,Côtes-d'Armor,Éric ZEMMOUR,4.641954198473282
657,Doubs,Éric ZEMMOUR,7.112298546895641
658,Drôme,Éric ZEMMOUR,7.247126050420168
659,Essonne,Éric ZEMMOUR,6.614213483146067
660,Eure,Éric ZEMMOUR,6.812111801242236
661,Eure-et-Loir,Éric ZEMMOUR,7.060902527075812
662,Finistère,Éric ZEMMOUR,4.671742788461538
663,Français établis hors de France,Éric ZEMMOUR,10.900096153846155
664,Gard,Éric ZEMMOUR,8.800307262569833
665,Gers,Éric ZEMMOUR,7.100628683693516
666,Gironde,Éric ZEMMOUR,6.552448398576513
667,Guadeloupe,Éric ZEMMOUR,2.0627142857142857
668,Guyane,Éric ZEMMOUR,3.9791729323308274
669,Haut-Rhin,Éric ZEMMOUR,7.890320232896651
670,Haute-Corse,Éric ZEMMOUR,11.521907692307693
671,Haute-Loire,Éric ZEMMOUR,6.511481481481481
672,Haute-Marne,Éric ZEMMOUR,6.834448398576512
673,Haute-Savoie,Éric ZEMMOUR,7.738462732919254
674,Haute-Saône,Éric ZEMMOUR,7.149185667752444
675,Haute-Vienne,Éric ZEMMOUR,5.211164021164021
676,Hautes-Alpes,Éric ZEMMOUR,6.902815533980583
677,Hautes-Pyrénées,Éric ZEMMOUR,5.639677996422182
678,Hauts-de-Seine,Éric ZEMMOUR,7.964751703992211
679,Hérault,Éric ZEMMOUR,8.904814422057264
680,Ille-et-Vilaine,Éric ZEMMOUR,4.595958149779736
681,Indre,Éric ZEMMOUR,6.547852760736196
682,Indre-et-Loire,Éric ZEMMOUR,6.103279857397505
683,Jura,Éric ZEMMOUR,6.514313725490196
684,La Réunion,Éric ZEMMOUR,3.666655913978494
685,Landes,Éric ZEMMOUR,6.313883495145631
686,Loir-et-Cher,Éric ZEMMOUR,7.1182608695652165
687,Loiret,Éric ZEMMOUR,7.032680722891566
688,Lot,Éric ZEMMOUR,5.350708661417323
689,Lot-et-Garonne,Éric ZEMMOUR,8.469398663697104
690,Lozère,Éric ZEMMOUR,6.729627659574469
691,Maine-et-Loire,Éric ZEMMOUR,4.938832853025937
692,Manche,Éric ZEMMOUR,5.064022191400832
693,Marne,Éric ZEMMOUR,7.210584028605483
694,Martinique,Éric ZEMMOUR,2.349698795180723
695,Mayenne,Éric ZEMMOUR,4.942640449438202
696,Mayotte,Éric ZEMMOUR,1.2393406593406593
697,Meurthe-et-Moselle,Éric ZEMMOUR,6.678096256684492
698,Meuse,Éric ZEMMOUR,7.342847222222222
699,Morbihan,Éric ZEMMOUR,5.623458213256484
700,Moselle,Éric ZEMMOUR,7.472242187499999
701,Nièvre,Éric ZEMMOUR,6.946648936170213
702,Nord,Éric ZEMMOUR,5.774395604395605
703,Nouvelle-Calédonie,Éric ZEMMOUR,5.932983050847458
704,Orne,Éric ZEMMOUR,6.6019056603773585
705,Puy-de-Dôme,Éric ZEMMOUR,5.703576248313091
706,Pyrénées-Atlantiques,Éric ZEMMOUR,5.9473068181818185
707,Pyrénées-Orientales,Éric ZEMMOUR,8.544041666666667
708,Rhône,Éric ZEMMOUR,8.058929384965833
709,Saint-Martin/Saint-Barthélemy,Éric ZEMMOUR,12.433750000000002
710,Saint-Pierre-et-Miquelon,Éric ZEMMOUR,2.5475
711,Sarthe,Éric ZEMMOUR,5.606765676567656
712,Savoie,Éric ZEMMOUR,7.170690376569038
713,Saône-et-Loire,Éric ZEMMOUR,6.988482023968043
714,Seine-Maritime,Éric ZEMMOUR,5.220809205642168
715,Seine-Saint-Denis,Éric ZEMMOUR,5.136345919610231
716,Tarn,Éric ZEMMOUR,6.836883910386965
717,Tarn-et-Garonne,Éric ZEMMOUR,8.053152542372882
718,Territoire de Belfort,Éric ZEMMOUR,8.056490066225166
719,Val-d'Oise,Éric ZEMMOUR,7.2057777777777785
720,Val-de-Marne,Éric ZEMMOUR,7.148260869565218
721,Var,Éric ZEMMOUR,13.142313513513512
722,Vaucluse,Éric ZEMMOUR,9.972090729783039
723,Vendée,Éric ZEMMOUR,6.103782467532468
724,Vienne,Éric ZEMMOUR,5.257142857142857
725,Wallis et Futuna,Éric ZEMMOUR,2.2
726,Yonne,Éric ZEMMOUR,7.407361111111111
727,Yvelines,Éric ZEMMOUR,8.441650099403578
728,Ain,Jean-Luc MÉLENCHON,17.10472602739726
729,Allier,Jean-Luc MÉLENCHON,16.215176991150443
730,Alpes-de-Haute-Provence,Jean-Luc MÉLENCHON,23.158358778625953
731,Ardennes,Jean-Luc MÉLENCHON,13.313828264758499
732,Ardèche,Jean-Luc MÉLENCHON,23.24568493150685
733,Ariège,Jean-Luc MÉLENCHON,28.0412962962963
734,Aube,Jean-Luc MÉLENCHON,11.69183520599251
735,Aude,Jean-Luc MÉLENCHON,22.288276450511948
736,Aveyron,Jean-Luc MÉLENCHON,18.723698630136987
737,Bas-Rhin,Jean-Luc MÉLENCHON,16.957278165503492
738,Bouches-du-Rhône,Jean-Luc MÉLENCHON,24.270905823148816
739,Calvados,Jean-Luc MÉLENCHON,17.458416485900216
740,Cantal,Jean-Luc MÉLENCHON,13.511535836177474
741,Charente,Jean-Luc MÉLENCHON,18.428254901960784
742,Charente-Maritime,Jean-Luc MÉLENCHON,17.695448717948718
743,Cher,Jean-Luc MÉLENCHON,16.77279176201373
744,Corrèze,Jean-Luc MÉLENCHON,19.773541666666667
745,Creuse,Jean-Luc MÉLENCHON,20.467805755395684
746,Côte-d'Or,Jean-Luc MÉLENCHON,16.791839207048458
747,Côtes-d'Armor,Jean-Luc MÉLENCHON,20.509068702290076
748,Doubs,Jean-Luc MÉLENCHON,17.374966974900925
749,Drôme,Jean-Luc MÉLENCHON,24.319815126050422
750,Essonne,Jean-Luc MÉLENCHON,28.35783146067416
751,Eure,Jean-Luc MÉLENCHON,16.018285714285714
752,Eure-et-Loir,Jean-Luc MÉLENCHON,16.539025270758124
753,Finistère,Jean-Luc MÉLENCHON,21.88676682692308
754,Français établis hors de France,Jean-Luc MÉLENCHON,23.291009615384613
755,Gard,Jean-Luc MÉLENCHON,22.439287709497208
756,Gers,Jean-Luc MÉLENCHON,17.586188605108056
757,Gironde,Jean-Luc MÉLENCHON,21.394085409252668
758,Guadeloupe,Jean-Luc MÉLENCHON,56.48252380952381
759,Guyane,Jean-Luc MÉLENCHON,51.43330827067669
760,Haut-Rhin,Jean-Luc MÉLENCHON,17.27524017467249
761,Haute-Corse,Jean-Luc MÉLENCHON,13.661107692307692
762,Haute-Loire,Jean-Luc MÉLENCHON,17.648734567901233
763,Haute-Marne,Jean-Luc MÉLENCHON,12.095302491103203
764,Haute-Savoie,Jean-Luc MÉLENCHON,18.423478260869565
765,Haute-Saône,Jean-Luc MÉLENCHON,14.37612377850163
766,Haute-Vienne,Jean-Luc MÉLENCHON,21.332275132275132
767,Hautes-Alpes,Jean-Luc MÉLENCHON,24.050776699029125
768,Hautes-Pyrénées,Jean-Luc MÉLENCHON,19.435903398926655
769,Hauts-de-Seine,Jean-Luc MÉLENCHON,26.614829600778968
770,Hérault,Jean-Luc MÉLENCHON,24.381919406150583
771,Ille-et-Vilaine,Jean-Luc MÉLENCHON,21.47943832599119
772,Indre,Jean-Luc MÉLENCHON,16.577944785276074
773,Indre-et-Loire,Jean-Luc MÉLENCHON,20.147237076648842
774,Jura,Jean-Luc MÉLENCHON,18.795240641711228
775,La Réunion,Jean-Luc MÉLENCHON,40.79406451612903
776,Landes,Jean-Luc MÉLENCHON,16.78188349514563
777,Loir-et-Cher,Jean-Luc MÉLENCHON,16.022531969309465
778,Loiret,Jean-Luc MÉLENCHON,17.81686746987952
779,Lot,Jean-Luc MÉLENCHON,23.9454593175853
780,Lot-et-Garonne,Jean-Luc MÉLENCHON,17.84383073496659
781,Lozère,Jean-Luc MÉLENCHON,19.222393617021275
782,Maine-et-Loire,Jean-Luc MÉLENCHON,17.848314121037465
783,Manche,Jean-Luc MÉLENCHON,15.590804438280166
784,Marne,Jean-Luc MÉLENCHON,12.61736591179976
785,Martinique,Jean-Luc MÉLENCHON,53.31373493975904
786,Mayenne,Jean-Luc MÉLENCHON,14.758960674157303
787,Mayotte,Jean-Luc MÉLENCHON,23.329780219780222
788,Meurthe-et-Moselle,Jean-Luc MÉLENCHON,18.338866310160427
789,Meuse,Jean-Luc MÉLENCHON,12.38796875
790,Morbihan,Jean-Luc MÉLENCHON,18.240994236311238
791,Moselle,Jean-Luc MÉLENCHON,17.543734375
792,Nièvre,Jean-Luc MÉLENCHON,16.899760638297874
793,Nord,Jean-Luc MÉLENCHON,21.600909090909088
794,Nouvelle-Calédonie,Jean-Luc MÉLENCHON,32.57084745762712
795,Orne,Jean-Luc MÉLENCHON,14.256924528301887
796,Puy-de-Dôme,Jean-Luc MÉLENCHON,20.05255060728745
797,Pyrénées-Atlantiques,Jean-Luc MÉLENCHON,18.12240909090909
798,Pyrénées-Orientales,Jean-Luc MÉLENCHON,21.2125625
799,Rhône,Jean-Luc MÉLENCHON,25.2607668944571
800,Saint-Martin/Saint-Barthélemy,Jean-Luc MÉLENCHON,30.474166666666665
801,Saint-Pierre-et-Miquelon,Jean-Luc MÉLENCHON,39.545
802,Sarthe,Jean-Luc MÉLENCHON,17.472854785478546
803,Savoie,Jean-Luc MÉLENCHON,19.99466527196653
804,Saône-et-Loire,Jean-Luc MÉLENCHON,17.047842876165113
805,Seine-Maritime,Jean-Luc MÉLENCHON,19.7428285077951
806,Seine-Saint-Denis,Jean-Luc MÉLENCHON,49.34158343483557
807,Tarn,Jean-Luc MÉLENCHON,21.256374745417514
808,Tarn-et-Garonne,Jean-Luc MÉLENCHON,18.570101694915255
809,Territoire de Belfort,Jean-Luc MÉLENCHON,19.262052980132452
810,Val-d'Oise,Jean-Luc MÉLENCHON,32.836913580246915
811,Val-de-Marne,Jean-Luc MÉLENCHON,33.812260869565215
812,Var,Jean-Luc MÉLENCHON,15.351967567567566
813,Vaucluse,Jean-Luc MÉLENCHON,21.346055226824458
814,Vendée,Jean-Luc MÉLENCHON,14.482613636363638
815,Vienne,Jean-Luc MÉLENCHON,20.10991208791209
816,Wallis et Futuna,Jean-Luc MÉLENCHON,9.35
817,Yonne,Jean-Luc MÉLENCHON,16.609114583333334
818,Yvelines,Jean-Luc MÉLENCHON,23.248767395626242
819,Ain,Anne HIDALGO,1.774058219178082
820,Allier,Anne HIDALGO,1.6585619469026547
821,Alpes-de-Haute-Provence,Anne HIDALGO,1.3895038167938931
822,Ardennes,Anne HIDALGO,1.17608228980322
823,Ardèche,Anne HIDALGO,2.135205479452055
824,Ariège,Anne HIDALGO,3.588121693121693
825,Aube,Anne HIDALGO,0.9823595505617978
826,Aude,Anne HIDALGO,3.387269624573379
827,Aveyron,Anne HIDALGO,2.4560958904109587
828,Bas-Rhin,Anne HIDALGO,1.419122632103689
829,Bouches-du-Rhône,Anne HIDALGO,1.1554780733285406
830,Calvados,Anne HIDALGO,1.6051084598698482
831,Cantal,Anne HIDALGO,1.8020819112627986
832,Charente,Anne HIDALGO,1.9682156862745097
833,Charente-Maritime,Anne HIDALGO,1.7770256410256409
834,Cher,Anne HIDALGO,1.4529977116704806
835,Corrèze,Anne HIDALGO,2.4966145833333333
836,Creuse,Anne HIDALGO,2.1373381294964027
837,Côte-d'Or,Anne HIDALGO,1.6821916299559472
838,Côtes-d'Armor,Anne HIDALGO,2.27375572519084
839,Doubs,Anne HIDALGO,1.6516116248348744
840,Drôme,Anne HIDALGO,1.8596974789915965
841,Essonne,Anne HIDALGO,1.311820224719101
842,Eure,Anne HIDALGO,1.164745341614907
843,Eure-et-Loir,Anne HIDALGO,1.2773104693140793
844,Finistère,Anne HIDALGO,2.4104447115384615
845,Français établis hors de France,Anne HIDALGO,2.2064903846153845
846,Gard,Anne HIDALGO,1.6925977653631286
847,Gers,Anne HIDALGO,3.133398821218075
848,Gironde,Anne HIDALGO,2.1724982206405694
849,Guadeloupe,Anne HIDALGO,1.6684999999999999
850,Guyane,Anne HIDALGO,1.3493233082706768
851,Haut-Rhin,Anne HIDALGO,1.2366521106259099
852,Haute-Corse,Anne HIDALGO,1.217323076923077
853,Haute-Loire,Anne HIDALGO,1.6067283950617286
854,Haute-Marne,Anne HIDALGO,1.4013523131672596
855,Haute-Savoie,Anne HIDALGO,1.5298447204968944
856,Haute-Saône,Anne HIDALGO,1.6841368078175896
857,Haute-Vienne,Anne HIDALGO,2.711269841269841
858,Hautes-Alpes,Anne HIDALGO,1.5808252427184466
859,Hautes-Pyrénées,Anne HIDALGO,2.678407871198569
860,Hauts-de-Seine,Anne HIDALGO,1.3561733203505355
861,Hérault,Anne HIDALGO,2.082439024390244
862,Ille-et-Vilaine,Anne HIDALGO,2.2629845814977974
863,Indre,Anne HIDALGO,1.9033128834355828
864,Indre-et-Loire,Anne HIDALGO,1.7958288770053477
865,Jura,Anne HIDALGO,1.6948484848484848
866,La Réunion,Anne HIDALGO,1.5721612903225806
867,Landes,Anne HIDALGO,3.759359223300971
868,Loir-et-Cher,Anne HIDALGO,1.5891815856777494
869,Loiret,Anne HIDALGO,1.5167168674698797
870,Lot,Anne HIDALGO,2.402020997375328
871,Lot-et-Garonne,Anne HIDALGO,1.7524053452115813
872,Lozère,Anne HIDALGO,1.9196808510638297
873,Maine-et-Loire,Anne HIDALGO,1.9145533141210376
874,Manche,Anne HIDALGO,1.852413314840499
875,Marne,Anne HIDALGO,1.101859356376639
876,Martinique,Anne HIDALGO,3.0745180722891567
877,Mayenne,Anne HIDALGO,1.8753370786516854
878,Mayotte,Anne HIDALGO,0.9306043956043957
879,Meurthe-et-Moselle,Anne HIDALGO,1.6714438502673796
880,Meuse,Anne HIDALGO,1.321267361111111
881,Morbihan,Anne HIDALGO,1.7625072046109511
882,Moselle,Anne HIDALGO,1.3768515625
883,Nièvre,Anne HIDALGO,1.7241755319148935
884,Nord,Anne HIDALGO,1.3867332667332666
885,Nouvelle-Calédonie,Anne HIDALGO,2.1196949152542377
886,Orne,Anne HIDALGO,1.3737358490566038
887,Puy-de-Dôme,Anne HIDALGO,2.2605802968960864
888,Pyrénées-Atlantiques,Anne HIDALGO,2.284534090909091
889,Pyrénées-Orientales,Anne HIDALGO,2.015645833333333
890,Rhône,Anne HIDALGO,1.7156719817767654
891,Saint-Martin/Saint-Barthélemy,Anne HIDALGO,1.0633333333333332
892,Saint-Pierre-et-Miquelon,Anne HIDALGO,3.0749999999999997
893,Sarthe,Anne HIDALGO,1.7076897689768975
894,Savoie,Anne HIDALGO,1.7710041841004183
895,Saône-et-Loire,Anne HIDALGO,1.9430892143808256
896,Seine-Maritime,Anne HIDALGO,1.6415293244246472
897,Seine-Saint-Denis,Anne HIDALGO,1.0454080389768574
898,Tarn,Anne HIDALGO,2.474867617107943
899,Tarn-et-Garonne,Anne HIDALGO,2.037322033898305
900,Territoire de Belfort,Anne HIDALGO,1.5247019867549667
901,Val-d'Oise,Anne HIDALGO,1.1279629629629628
902,Val-de-Marne,Anne HIDALGO,1.381503105590062
903,Var,Anne HIDALGO,0.9450918918918919
904,Vaucluse,Anne HIDALGO,1.2308086785009862
905,Vendée,Anne HIDALGO,1.7171103896103896
906,Vienne,Anne HIDALGO,1.816087912087912
907,Wallis et Futuna,Anne HIDALGO,2.2
908,Yonne,Anne HIDALGO,1.266388888888889
909,Yvelines,Anne HIDALGO,1.2075844930417494
910,Ain,Yannick JADOT,4.691729452054794
911,Allier,Yannick JADOT,3.0382743362831857
912,Alpes-de-Haute-Provence,Yannick JADOT,4.093931297709923
913,Ardennes,Yannick JADOT,2.367495527728086
914,Ardèche,Yannick JADOT,4.375821917808219
915,Ariège,Yannick JADOT,3.7564021164021164
916,Aube,Yannick JADOT,2.848089887640449
917,Aude,Yannick JADOT,3.3344709897610922
918,Aveyron,Yannick JADOT,3.720525114155251
919,Bas-Rhin,Yannick JADOT,4.791006979062812
920,Bouches-du-Rhône,Yannick JADOT,4.078116462976276
921,Calvados,Yannick JADOT,4.637310195227766
922,Cantal,Yannick JADOT,2.6983617747440274
923,Charente,Yannick JADOT,3.5727450980392157
924,Charente-Maritime,Yannick JADOT,4.339153846153846
925,Cher,Yannick JADOT,2.978192219679634
926,Corrèze,Yannick JADOT,3.4740104166666668
927,Creuse,Yannick JADOT,2.785107913669065
928,Côte-d'Or,Yannick JADOT,4.165
929,Côtes-d'Armor,Yannick JADOT,5.045145038167939
930,Doubs,Yannick JADOT,4.4016908850726555
931,Drôme,Yannick JADOT,5.086252100840336
932,Essonne,Yannick JADOT,4.818393258426966
933,Eure,Yannick JADOT,3.443751552795031
934,Eure-et-Loir,Yannick JADOT,3.35528880866426
935,Finistère,Yannick JADOT,6.049122596153846
936,Français établis hors de France,Yannick JADOT,6.863461538461538
937,Gard,Yannick JADOT,3.7028491620111734
938,Gers,Yannick JADOT,3.3180746561886054
939,Gironde,Yannick JADOT,4.823985765124555
940,Guadeloupe,Yannick JADOT,1.2892380952380953
941,Guyane,Yannick JADOT,2.311278195488722
942,Haut-Rhin,Yannick JADOT,4.85688500727802
943,Haute-Corse,Yannick JADOT,3.7239692307692307
944,Haute-Loire,Yannick JADOT,3.825864197530864
945,Haute-Marne,Yannick JADOT,2.566690391459075
946,Haute-Savoie,Yannick JADOT,6.921475155279504
947,Haute-Saône,Yannick JADOT,3.126775244299674
948,Haute-Vienne,Yannick JADOT,3.5815343915343916
949,Hautes-Alpes,Yannick JADOT,5.540873786407768
950,Hautes-Pyrénées,Yannick JADOT,3.5616279069767445
951,Hauts-de-Seine,Yannick JADOT,5.978373904576436
952,Hérault,Yannick JADOT,4.361569459172853
953,Ille-et-Vilaine,Yannick JADOT,6.816046255506608
954,Indre,Yannick JADOT,2.8393865030674847
955,Indre-et-Loire,Yannick JADOT,4.7820677361853825
956,Jura,Yannick JADOT,4.359696969696969
957,La Réunion,Yannick JADOT,2.191505376344086
958,Landes,Yannick JADOT,3.0220582524271844
959,Loir-et-Cher,Yannick JADOT,3.724194373401535
960,Loiret,Yannick JADOT,3.8788855421686748
961,Lot,Yannick JADOT,4.079553805774278
962,Lot-et-Garonne,Yannick JADOT,2.987683741648107
963,Lozère,Yannick JADOT,3.3276595744680852
